name	chrom	txStart	txEnd
ENST00000482861.5	chr2	161424331	161771035
ENST00000481721.1	chr2	161624434	161839876
ENST00000461456.5	chr2	161624417	161873921
ENST00000493021.5	chr2	161624399	161901160
ENST00000441137.1	chr2	161931198	161931466
ENST00000272716.9	chr2	161624425	161983245
ENST00000421911.1	chr2	161624460	161983359
ENST00000446228.5	chr2	161624460	161983359
ENST00000446997.5	chr2	161624425	161985253
ENST00000375514.9	chr2	161624334	161985275
ENST00000415876.6	chr2	161624337	161985282
ENST00000494507.1	chr2	162005644	162014462
ENST00000491591.5	chr2	161994960	162017551
ENST00000468903.1	chr2	162016819	162021593
ENST00000416189.5	chr2	162038341	162047498
ENST00000461836.5	chr2	162038373	162073463
ENST00000490286.5	chr2	161995177	162073486
ENST00000497461.5	chr2	162038341	162073596
ENST00000413651.3	chr2	162038987	162074002
ENST00000628861.1	chr2	162046733	162074057
ENST00000434918.6	chr2	161993282	162074122
ENST00000360534.7	chr2	161992240	162074542
ENST00000418335.1	chr2	162073255	162075169
ENST00000419283.1	chr2	162077356	162077651
ENST00000423042.1	chr2	162088258	162090072
ENST00000432251.1	chr2	162093428	162094854
ENST00000647661.1	chr2	162092231	162095032
ENST00000483769.1	chr2	162143177	162144415
ENST00000497568.1	chr2	162144694	162147393
ENST00000492913.1	chr2	162145358	162152237
ENST00000418842.6	chr2	162142872	162152403
ENST00000375497.3	chr2	162143904	162152404
ENST00000609668.5	chr2	162159761	162169698
ENST00000418968.4	chr2	162159817	162173223
ENST00000462608.5	chr2	162170683	162173781
ENST00000480044.5	chr2	162170684	162176669
ENST00000461506.1	chr2	162172840	162183583
ENST00000497414.1	chr2	162188171	162195037
ENST00000422436.5	chr2	162170683	162198826
ENST00000465424.1	chr2	162193558	162198842
ENST00000465088.1	chr2	162198623	162203145
ENST00000627638.2	chr2	162170689	162242998
ENST00000447386.5	chr2	162219141	162243048
ENST00000450031.2	chr2	162219856	162243102
ENST00000480838.1	chr2	162209619	162243413
ENST00000443424.5	chr2	162170717	162243456
ENST00000188790.8	chr2	162170689	162243535
ENST00000493182.1	chr2	162243346	162245151
ENST00000649426.1	chr2	162267247	162268137
ENST00000464129.1	chr2	162293563	162307170
ENST00000649554.1	chr2	162267092	162311299
ENST00000648433.1	chr2	162267094	162318475
ENST00000649979.1	chr2	162267078	162318652
ENST00000421365.2	chr2	162310146	162318684
ENST00000263642.2	chr2	162267078	162318703
ENST00000481161.5	chr2	162344133	162356665
ENST00000446271.5	chr2	162318883	162356813
ENST00000473240.5	chr2	162318839	162356834
ENST00000453113.6	chr2	162344134	162356905
ENST00000479199.1	chr2	162344181	162356981
ENST00000487445.6	chr2	162344158	162360971
ENST00000429691.6	chr2	162319033	162361098
ENST00000233612.8	chr2	162344337	162361122
ENST00000437150.6	chr2	162344087	162361420
ENST00000414723.1	chr2	162356437	162371595
ENST00000391010.1	chr2	162496935	162497051
ENST00000477019.1	chr2	162501984	162528360
ENST00000621889.1	chr2	162423269	162537081
ENST00000618399.4	chr2	162371406	162538076
ENST00000446838.2	chr2	162768935	162797972
ENST00000332142.9	chr2	162371406	162838618
ENST00000328032.8	chr2	162423246	162838730
ENST00000451721.1	chr2	163152250	163153307
ENST00000364032.1	chr2	163288994	163289096
ENST00000482917.1	chr2	163611353	163735984
ENST00000333129.3	chr2	163602610	163736007
ENST00000409634.5	chr2	163593395	163736012
ENST00000445305.1	chr2	164213538	164214414
ENST00000440076.1	chr2	164321932	164322223
ENST00000429636.1	chr2	163749572	164352223
ENST00000497306.1	chr2	164492821	164497052
ENST00000469573.1	chr2	164508662	164568484
ENST00000613695.1	chr2	164573740	164574054
ENST00000424693.1	chr2	164525041	164619957
ENST00000488342.5	chr2	164492811	164621392
ENST00000446413.6	chr2	164497007	164621478
ENST00000263915.7	chr2	164492815	164621848
ENST00000417151.1	chr2	164687286	164687596
ENST00000384142.1	chr2	164687642	164687777
ENST00000495084.1	chr2	164653623	164692346
ENST00000493713.1	chr2	164692636	164694737
ENST00000489955.1	chr2	164685820	164698300
ENST00000460238.1	chr2	164700677	164705377
ENST00000474975.1	chr2	164721816	164722491
ENST00000493868.5	chr2	164684824	164725007
ENST00000493921.1	chr2	164738245	164772046
ENST00000480873.1	chr2	164743188	164773733
ENST00000452626.5	chr2	164722305	164773754
ENST00000439313.5	chr2	164728160	164841221
ENST00000342193.8	chr2	164684764	164841412
ENST00000375458.6	chr2	164680187	164841418
ENST00000456171.5	chr2	164700552	164841823
ENST00000434366.5	chr2	164704951	164841823
ENST00000444537.5	chr2	164728184	164841823
ENST00000414843.5	chr2	164729929	164841850
ENST00000483743.5	chr2	164743453	164841984
ENST00000409184.7	chr2	164684815	164842025
ENST00000456693.5	chr2	164722491	164842114
ENST00000496396.1	chr2	164743453	164842140
ENST00000392717.6	chr2	164680185	164842168
ENST00000629362.2	chr2	164685903	164842168
ENST00000445474.2	chr2	164730059	164842174
ENST00000491126.6	chr2	164700606	164842404
ENST00000448708.5	chr2	164728158	164843679
ENST00000362638.1	chr2	164858431	164858546
ENST00000411386.1	chr2	164895676	164895777
ENST00000470576.1	chr2	164898607	164911940
ENST00000483641.5	chr2	164898527	164912086
ENST00000424914.1	chr2	164898668	164937423
ENST00000493887.5	chr2	164911657	164937697
ENST00000465898.1	chr2	164915424	164939503
ENST00000492134.1	chr2	164944561	164953283
ENST00000409662.5	chr2	164898373	164955246
ENST00000409058.5	chr2	164898333	164955477
ENST00000409149.7	chr2	164898328	164955486
ENST00000303735.8	chr2	164896185	164955525
ENST00000628960.1	chr2	164912332	164959082
ENST00000629803.2	chr2	164950063	164963093
ENST00000627211.2	chr2	164912311	164993569
ENST00000629991.2	chr2	164912313	164993569
ENST00000414885.2	chr2	164840745	165081536
ENST00000431341.1	chr2	164991983	165091293
ENST00000465043.1	chr2	165092255	165093828
ENST00000638199.1	chr2	164840671	165094117
ENST00000471697.1	chr2	165095510	165097614
ENST00000628085.2	chr2	164992130	165130426
ENST00000440431.6	chr2	165097251	165186554
ENST00000640652.1	chr2	165087529	165186620
ENST00000638473.1	chr2	165087541	165186747
ENST00000625505.2	chr2	165091139	165195564
ENST00000639244.1	chr2	165087541	165203881
ENST00000409101.7	chr2	165089717	165203886
ENST00000283254.11	chr2	165087529	165204043
ENST00000453007.1	chr2	165164392	165204050
ENST00000360093.7	chr2	165087521	165204067
ENST00000629817.2	chr2	164992156	165208261
ENST00000640791.1	chr2	165194992	165274338
ENST00000435438.1	chr2	165285252	165286048
ENST00000486878.2	chr2	165307920	165310745
ENST00000424833.5	chr2	165239401	165315604
ENST00000638151.1	chr2	165239968	165327753
ENST00000635945.1	chr2	165239444	165327761
ENST00000637367.1	chr2	165239437	165331568
ENST00000636135.1	chr2	165239544	165392026
ENST00000631182.2	chr2	165239487	165392032
ENST00000480032.4	chr2	165294043	165392051
ENST00000636769.1	chr2	165294088	165392146
ENST00000375437.6	chr2	165239401	165392308
ENST00000375427.4	chr2	165295772	165392308
ENST00000636384.2	chr2	165239371	165392310
ENST00000636071.2	chr2	165239433	165392310
ENST00000636985.2	chr2	165239444	165392310
ENST00000637266.2	chr2	165241059	165392310
ENST00000283256.10	chr2	165294030	165392310
ENST00000636662.2	chr2	165294036	165392310
ENST00000464503.1	chr2	165469705	165566981
ENST00000409664.5	chr2	165469697	165676319
ENST00000421875.5	chr2	165469646	165679307
ENST00000409420.1	chr2	165574108	165680194
ENST00000314499.11	chr2	165469646	165689407
ENST00000342316.8	chr2	165572338	165689407
ENST00000409882.5	chr2	165747802	165761907
ENST00000463254.1	chr2	165758617	165762025
ENST00000437849.1	chr2	165757067	165764959
ENST00000447156.1	chr2	165770665	165771691
ENST00000414977.5	chr2	165770528	165793879
ENST00000422973.1	chr2	165770624	165794247
ENST00000431484.1	chr2	165770430	165794650
ENST00000412248.5	chr2	165757046	165794659
ENST00000392701.7	chr2	165747590	165794682
ENST00000425688.1	chr2	165794850	165810010
ENST00000457108.1	chr2	165833047	165839098
ENST00000428888.1	chr2	165794856	165846091
ENST00000489714.5	chr2	165857474	165870991
ENST00000486672.5	chr2	165857474	165871211
ENST00000497425.1	chr2	165879633	165883955
ENST00000392695.6	chr2	165857477	165890641
ENST00000484129.1	chr2	165898626	165907720
ENST00000446624.1	chr2	165933887	165947583
ENST00000443032.1	chr2	165933890	165948153
ENST00000440322.5	chr2	165933856	165949891
ENST00000464374.5	chr2	165928716	165953745
ENST00000476227.1	chr2	165949110	165953811
ENST00000243344.7	chr2	165873361	165953843
ENST00000625916.1	chr2	165994166	165996322
ENST00000473295.2	chr2	165996052	166000063
ENST00000635893.1	chr2	165998142	166002486
ENST00000491429.1	chr2	165998124	166002908
ENST00000637038.1	chr2	165989868	166036274
ENST00000597623.3	chr2	165957429	166036385
ENST00000595268.3	chr2	166015679	166060458
ENST00000409050.1	chr2	165991244	166073621
ENST00000375405.7	chr2	165989162	166073639
ENST00000640036.1	chr2	165989159	166073670
ENST00000423058.6	chr2	165989159	166073697
ENST00000458774.1	chr2	166123493	166123597
ENST00000637968.1	chr2	166009358	166127034
ENST00000637285.2	chr2	166073610	166127054
ENST00000641996.1	chr2	165984640	166127986
ENST00000636759.1	chr2	166037775	166128015
ENST00000507401.2	chr2	166073301	166128020
ENST00000637988.1	chr2	165989159	166128022
ENST00000642141.1	chr2	166071622	166128022
ENST00000635776.1	chr2	165989159	166128023
ENST00000636194.1	chr2	165989159	166128039
ENST00000303395.8	chr2	165989159	166128047
ENST00000641575.1	chr2	165984640	166149135
ENST00000641603.1	chr2	165984640	166149151
ENST00000635750.1	chr2	165989159	166149214
ENST00000628933.2	chr2	165957569	166171511
ENST00000629609.2	chr2	166015721	166171516
ENST00000630226.2	chr2	165957554	166171521
ENST00000599041.5	chr2	166016607	166171521
ENST00000627027.2	chr2	166027140	166171521
ENST00000628608.2	chr2	166126358	166171521
ENST00000629804.2	chr2	166126358	166171521
ENST00000625775.1	chr2	166126369	166171521
ENST00000595647.5	chr2	165957398	166171547
ENST00000410444.1	chr2	166180651	166180966
ENST00000646694.1	chr2	166198298	166205239
ENST00000643319.1	chr2	166242623	166272749
ENST00000645283.1	chr2	166276416	166278313
ENST00000630020.2	chr2	166149180	166294588
ENST00000447809.2	chr2	166081530	166301784
ENST00000645815.1	chr2	166301173	166304089
ENST00000644316.1	chr2	166198410	166311756
ENST00000409435.6	chr2	166198671	166311756
ENST00000303354.11	chr2	166195188	166375901
ENST00000645907.1	chr2	166197461	166375901
ENST00000642356.1	chr2	166198610	166375914
ENST00000452182.2	chr2	166288614	166375944
ENST00000454569.6	chr2	166277715	166375969
ENST00000409672.5	chr2	166195184	166375993
ENST00000472119.2	chr2	166302062	166376001
ENST00000637861.1	chr2	166414488	166414729
ENST00000497562.1	chr2	166461754	166465526
ENST00000424326.5	chr2	166405512	166486968
ENST00000619410.4	chr2	166403572	166486971
ENST00000621965.4	chr2	166403572	166486971
ENST00000409855.6	chr2	166403572	166494214
ENST00000441411.2	chr2	166404942	166494232
ENST00000643258.1	chr2	166403572	166494249
ENST00000419992.6	chr2	166440582	166494326
ENST00000444526.1	chr2	166889501	166889884
ENST00000525330.1	chr2	167123903	167140955
ENST00000409043.5	chr2	166888486	167259749
ENST00000409728.5	chr2	166888486	167259749
ENST00000628543.2	chr2	167135900	167259749
ENST00000409273.5	chr2	167187282	167259749
ENST00000409605.1	chr2	167187282	167259749
ENST00000295237.10	chr2	167248681	167259749
ENST00000409195.5	chr2	166888486	167259753
ENST00000442316.1	chr2	167293170	167558333
ENST00000459595.1	chr2	167631479	167631541
ENST00000397819.2	chr2	167713662	167716065
ENST00000430546.1	chr2	167814773	167869914
ENST00000392690.3	chr2	167868947	167874041
ENST00000436982.2	chr2	167815052	167941144
ENST00000461000.1	chr2	167964307	168012661
ENST00000487143.5	chr2	167954019	168113106
ENST00000458411.1	chr2	168231920	168232220
ENST00000355999.4	chr2	167954019	168248141
ENST00000489529.3	chr2	168451323	168451606
ENST00000583305.1	chr2	168582942	168583018
ENST00000362478.1	chr2	168606389	168606496
ENST00000392687.4	chr2	168456248	168775134
ENST00000305747.10	chr2	168455861	168775137
ENST00000627467.2	chr2	168774354	168784694
ENST00000600693.5	chr2	168774397	168784788
ENST00000594941.5	chr2	168774354	168786397
ENST00000599361.5	chr2	168774398	168786428
ENST00000425636.6	chr2	168771952	168786429
ENST00000609766.5	chr2	168774418	168786429
ENST00000614990.4	chr2	168774449	168786429
ENST00000599755.5	chr2	168774820	168786429
ENST00000594898.1	chr2	168783138	168786429
ENST00000609665.5	chr2	168774359	168786435
ENST00000607993.5	chr2	168774448	168786961
ENST00000471833.1	chr2	168802638	168812084
ENST00000439509.5	chr2	168802591	168831533
ENST00000447264.2	chr2	168811333	168851182
ENST00000486873.2	chr2	168843051	168855654
ENST00000427068.1	chr2	168855421	168859533
ENST00000495202.1	chr2	168859108	168860838
ENST00000397206.6	chr2	168802635	168864970
ENST00000397209.6	chr2	168802646	168864970
ENST00000445023.6	chr2	168802596	168865054
ENST00000472260.1	chr2	168855685	168865054
ENST00000458381.6	chr2	168786538	168865055
ENST00000444448.6	chr2	168798150	168865339
ENST00000317647.11	chr2	168802417	168865514
ENST00000479309.6	chr2	168834131	168889293
ENST00000282074.6	chr2	168870893	168890445
ENST00000429379.2	chr2	168901290	168907731
ENST00000421979.1	chr2	168901324	168907836
ENST00000375363.7	chr2	168901239	168908133
ENST00000461586.1	chr2	168902948	168908695
ENST00000282075.5	chr2	168901292	168910000
ENST00000451987.5	chr2	168877237	168913277
ENST00000472216.2	chr2	168877237	168913371
ENST00000648875.1	chr2	168915497	168927234
ENST00000647920.1	chr2	168932464	168935406
ENST00000649448.1	chr2	168922981	168970170
ENST00000478354.1	chr2	168969522	168970591
ENST00000439188.1	chr2	168923382	168972032
ENST00000263817.7	chr2	168920780	169031323
ENST00000650372.1	chr2	168920780	169031324
ENST00000450153.1	chr2	169069561	169081779
ENST00000421653.5	chr2	169069575	169095767
ENST00000428522.5	chr2	169069555	169096162
ENST00000602501.5	chr2	169064788	169096167
ENST00000357546.6	chr2	169067034	169096167
ENST00000432060.6	chr2	169067034	169096167
ENST00000436483.6	chr2	169072499	169096167
ENST00000412271.1	chr2	169081106	169096167
ENST00000432133.1	chr2	169100742	169101210
ENST00000430840.1	chr2	169115194	169115680
ENST00000491228.1	chr2	169132599	169139663
ENST00000650252.1	chr2	169127828	169173964
ENST00000461418.1	chr2	169177839	169182450
ENST00000649153.1	chr2	169128435	169188197
ENST00000493501.1	chr2	169270999	169275353
ENST00000649046.1	chr2	169127108	169362534
ENST00000443831.1	chr2	169240749	169362534
ENST00000263816.7	chr2	169127108	169362685
ENST00000469980.1	chr2	169479479	169482710
ENST00000475571.1	chr2	169487761	169493086
ENST00000443151.1	chr2	169479501	169497655
ENST00000472667.1	chr2	169499033	169506490
ENST00000295240.7	chr2	169479177	169506655
ENST00000392663.6	chr2	169479482	169506655
ENST00000480330.5	chr2	169514219	169514950
ENST00000463400.1	chr2	169514261	169521007
ENST00000513963.1	chr2	169479479	169525922
ENST00000284669.1	chr2	169509701	169526262
ENST00000488951.1	chr2	169529831	169531682
ENST00000488516.1	chr2	169537001	169538141
ENST00000490590.5	chr2	169529754	169540117
ENST00000495505.5	chr2	169529792	169540124
ENST00000487293.2	chr2	169560270	169563390
ENST00000417376.5	chr2	169560529	169571239
ENST00000438035.5	chr2	169560529	169573812
ENST00000453929.6	chr2	169529754	169573832
ENST00000453153.6	chr2	169529748	169573873
ENST00000445210.1	chr2	169560529	169573875
ENST00000457984.1	chr2	169577370	169577746
ENST00000418888.5	chr2	169584567	169606079
ENST00000417938.2	chr2	169604039	169630815
ENST00000530152.5	chr2	169584357	169630884
ENST00000414307.5	chr2	169584646	169630966
ENST00000462903.5	chr2	169584386	169633566
ENST00000466142.1	chr2	169631436	169636241
ENST00000433207.5	chr2	169584343	169636741
ENST00000482772.5	chr2	169630849	169636814
ENST00000448752.6	chr2	169584431	169637621
ENST00000409714.7	chr2	169584352	169637711
ENST00000260970.7	chr2	169584339	169641406
ENST00000444170.1	chr2	169658131	169661357
ENST00000419478.1	chr2	169674936	169681324
ENST00000421028.1	chr2	169662325	169694350
ENST00000447353.5	chr2	169645424	169694433
ENST00000476919.1	chr2	169695213	169698300
ENST00000449906.5	chr2	169694486	169701118
ENST00000438838.5	chr2	169694470	169701138
ENST00000438710.5	chr2	169694470	169701378
ENST00000616481.4	chr2	169694453	169701706
ENST00000616524.4	chr2	169694453	169701706
ENST00000617738.4	chr2	169694453	169701706
ENST00000359744.7	chr2	169694464	169701708
ENST00000384234.1	chr2	169727871	169728003
ENST00000494387.1	chr2	169740996	169749500
ENST00000498202.6	chr2	169694487	169749682
ENST00000602521.1	chr2	169697392	169749759
ENST00000272797.8	chr2	169694490	169749804
ENST00000392647.6	chr2	169733845	169751888
ENST00000424937.1	chr2	169767184	169768799
ENST00000437875.1	chr2	169735551	169773385
ENST00000448589.1	chr2	169741492	169776989
ENST00000379462.3	chr2	169790092	169790885
ENST00000461708.1	chr2	169798879	169806007
ENST00000413002.5	chr2	169798878	169806890
ENST00000468600.1	chr2	169805743	169806978
ENST00000417292.5	chr2	169798878	169807030
ENST00000422006.5	chr2	169791932	169807071
ENST00000465871.1	chr2	169806835	169808666
ENST00000474273.5	chr2	169806580	169810411
ENST00000470621.1	chr2	169808476	169810602
ENST00000494051.1	chr2	169810062	169810888
ENST00000490914.1	chr2	169808476	169811044
ENST00000260956.8	chr2	169798811	169812064
ENST00000409333.1	chr2	169799278	169812064
ENST00000484351.1	chr2	169811757	169813175
ENST00000442181.5	chr2	169811756	169821229
ENST00000537825.5	chr2	169811764	169824558
ENST00000409340.5	chr2	169811756	169824814
ENST00000471560.1	chr2	169824181	169824872
ENST00000410097.5	chr2	169811813	169824874
ENST00000308099.7	chr2	169811762	169824901
ENST00000409837.5	chr2	169810080	169824905
ENST00000538491.1	chr2	169812469	169824913
ENST00000260953.9	chr2	169811756	169824914
ENST00000409965.5	chr2	169811756	169824925
ENST00000392640.6	chr2	169811756	169824931
ENST00000477461.1	chr2	169947408	169949892
ENST00000487689.1	chr2	169949481	169958521
ENST00000465630.1	chr2	170014039	170029435
ENST00000440229.1	chr2	170077223	170078294
ENST00000484596.1	chr2	170080023	170081855
ENST00000439681.1	chr2	170001372	170082259
ENST00000392632.6	chr2	169946309	170084120
ENST00000418381.5	chr2	169827507	170084127
ENST00000272793.9	chr2	169827457	170084131
ENST00000430321.5	chr2	169928860	170084131
ENST00000444475.5	chr2	170008839	170084131
ENST00000474426.1	chr2	170014802	170084131
ENST00000516998.1	chr2	170119995	170120098
ENST00000630733.2	chr2	170334073	170341253
ENST00000625384.2	chr2	170333932	170341410
ENST00000631125.2	chr2	170333998	170341410
ENST00000625454.2	chr2	170334048	170341410
ENST00000630496.2	chr2	170333958	170343600
ENST00000628002.1	chr2	170342103	170343656
ENST00000630367.2	chr2	170332084	170344880
ENST00000629445.2	chr2	170333954	170344882
ENST00000631172.2	chr2	170333923	170344883
ENST00000626776.2	chr2	170333924	170344883
ENST00000627332.2	chr2	170333927	170344883
ENST00000629973.2	chr2	170334042	170344883
ENST00000626959.2	chr2	170337848	170344883
ENST00000630561.2	chr2	170333926	170344896
ENST00000625393.2	chr2	170341112	170344901
ENST00000627387.2	chr2	170333924	170344926
ENST00000625440.2	chr2	170334800	170344926
ENST00000593578.6	chr2	170334012	170344927
ENST00000627884.2	chr2	170333923	170344928
ENST00000597915.5	chr2	170333927	170344928
ENST00000630277.2	chr2	170333927	170344928
ENST00000627454.2	chr2	170333930	170344928
ENST00000625406.2	chr2	170333936	170344928
ENST00000595528.5	chr2	170333981	170344928
ENST00000626351.2	chr2	170334082	170344928
ENST00000594762.5	chr2	170334098	170344928
ENST00000599635.5	chr2	170334371	170344928
ENST00000600436.5	chr2	170334371	170344928
ENST00000593861.5	chr2	170334764	170344928
ENST00000600365.5	chr2	170334858	170344928
ENST00000596641.5	chr2	170340517	170344928
ENST00000630778.2	chr2	170340521	170344928
ENST00000625235.2	chr2	170340552	170344928
ENST00000630033.2	chr2	170340593	170344928
ENST00000598749.5	chr2	170340638	170344928
ENST00000630498.2	chr2	170341097	170344928
ENST00000413923.6	chr2	170341113	170344928
ENST00000593599.1	chr2	170341190	170344928
ENST00000607977.5	chr2	170341206	170346276
ENST00000609097.5	chr2	170341217	170346276
ENST00000608503.5	chr2	170341194	170347997
ENST00000626618.1	chr2	170346308	170348654
ENST00000629469.2	chr2	170341153	170350343
ENST00000609996.5	chr2	170341194	170350373
ENST00000609890.5	chr2	170341195	170350581
ENST00000608716.5	chr2	170341194	170350627
ENST00000626724.2	chr2	170343586	170350641
ENST00000608085.5	chr2	170343593	170350763
ENST00000609725.5	chr2	170343605	170350792
ENST00000620227.4	chr2	170343586	170350848
ENST00000616148.4	chr2	170343586	170350870
ENST00000627214.2	chr2	170341152	170350892
ENST00000622590.4	chr2	170343586	170350916
ENST00000613316.4	chr2	170343586	170350942
ENST00000424391.6	chr2	170341100	170350943
ENST00000628535.2	chr2	170341152	170350973
ENST00000630683.2	chr2	170343586	170350978
ENST00000630532.2	chr2	170343586	170350988
ENST00000625790.1	chr2	170346299	170351012
ENST00000628338.2	chr2	170343586	170351030
ENST00000438635.1	chr2	170344848	170351055
ENST00000457834.6	chr2	170344834	170351071
ENST00000609532.5	chr2	170341320	170351099
ENST00000609459.5	chr2	170343586	170351102
ENST00000608050.5	chr2	170343587	170351103
ENST00000610954.4	chr2	170343586	170351106
ENST00000610274.5	chr2	170341164	170351108
ENST00000608325.5	chr2	170341237	170351108
ENST00000595011.5	chr2	170341262	170351108
ENST00000609666.5	chr2	170341243	170351111
ENST00000610113.5	chr2	170343590	170351117
ENST00000600489.1	chr2	170344798	170351118
ENST00000442690.1	chr2	170199207	170382766
ENST00000625968.2	chr2	170341195	170408564
ENST00000469359.1	chr2	170407729	170412425
ENST00000484338.6	chr2	170180148	170499808
ENST00000409940.6	chr2	170178144	170519978
ENST00000455362.1	chr2	170601661	170602228
ENST00000438642.6	chr2	170178144	170651639
ENST00000317935.10	chr2	170178144	170654481
ENST00000408978.8	chr2	170178144	170654481
ENST00000409044.7	chr2	170178144	170654481
ENST00000602629.1	chr2	170199251	170655171
ENST00000618243.1	chr2	170690563	170690742
ENST00000428156.1	chr2	170640373	170695374
ENST00000409786.1	chr2	170712450	170714567
ENST00000487037.1	chr2	170716041	170716488
ENST00000375281.3	chr2	170715350	170718078
ENST00000624287.1	chr2	170725736	170727855
ENST00000623667.1	chr2	170727718	170729440
ENST00000624200.1	chr2	170730951	170743956
ENST00000461070.1	chr2	170751804	170752788
ENST00000442456.4	chr2	170723085	170770766
ENST00000623867.1	chr2	170730932	170770768
ENST00000429172.5	chr2	170771112	170777742
ENST00000426475.1	chr2	170771112	170778148
ENST00000410577.1	chr2	170783166	170783271
ENST00000409885.1	chr2	170783785	170798971
ENST00000451730.1	chr2	170816292	170817172
ENST00000418106.1	chr2	170816302	170817895
ENST00000455988.1	chr2	170816404	170818037
ENST00000445006.5	chr2	170816113	170822116
ENST00000454603.5	chr2	170813212	170829585
ENST00000485013.1	chr2	170821717	170829620
ENST00000486850.1	chr2	170822086	170829872
ENST00000455008.5	chr2	170817254	170830991
ENST00000456864.5	chr2	170817768	170831008
ENST00000493270.1	chr2	170828967	170831090
ENST00000375272.5	chr2	170816689	170842756
ENST00000344257.9	chr2	170816911	170842759
ENST00000429023.1	chr2	170818610	170844157
ENST00000462739.1	chr2	170843801	170845543
ENST00000414527.6	chr2	170817037	170859916
ENST00000488724.5	chr2	170849066	170860253
ENST00000625689.2	chr2	170816561	170861135
ENST00000478562.1	chr2	170852487	170861147
ENST00000358196.7	chr2	170816561	170861151
ENST00000493875.5	chr2	170817769	170861151
ENST00000497674.5	chr2	170929252	170948761
ENST00000497928.1	chr2	170929432	170949659
ENST00000455067.5	chr2	170929256	170949715
ENST00000454751.5	chr2	170929266	170949743
ENST00000444801.5	chr2	170929196	170951366
ENST00000488928.1	chr2	170950031	170951614
ENST00000471559.5	chr2	170928463	170956514
ENST00000493692.5	chr2	170929252	170965891
ENST00000486498.1	chr2	170953817	170966601
ENST00000442798.5	chr2	170929320	170966623
ENST00000234160.4	chr2	170928525	170967129
ENST00000478683.1	chr2	171045230	171055129
ENST00000453628.1	chr2	171053781	171066936
ENST00000434911.6	chr2	170993726	171066973
ENST00000486857.5	chr2	171053716	171091810
ENST00000470340.1	chr2	171082780	171155770
ENST00000466220.1	chr2	171117751	171159827
ENST00000359766.7	chr2	170992153	171160495
ENST00000413010.5	chr2	171028344	171160564
ENST00000360843.7	chr2	170990822	171160833
ENST00000431350.6	chr2	170990822	171160833
ENST00000409443.6	chr2	170996723	171160900
ENST00000521943.5	chr2	170993506	171231314
ENST00000470773.1	chr2	171324100	171326153
ENST00000464491.5	chr2	171324024	171326381
ENST00000463392.5	chr2	171323900	171327065
ENST00000483284.5	chr2	171323787	171332795
ENST00000477130.1	chr2	171323997	171339213
ENST00000438609.5	chr2	171323920	171339256
ENST00000640734.1	chr2	171325890	171360506
ENST00000428525.1	chr2	171374930	171375278
ENST00000638989.1	chr2	171325890	171392185
ENST00000460539.5	chr2	171331807	171433116
ENST00000442541.1	chr2	171339540	171433990
ENST00000392599.6	chr2	171330624	171434018
ENST00000375258.8	chr2	171317408	171434086
ENST00000392604.6	chr2	171323932	171434087
ENST00000447486.5	chr2	171323250	171434109
ENST00000442778.5	chr2	171339330	171434780
ENST00000453846.5	chr2	171339474	171434780
ENST00000460188.5	chr2	171324242	171434788
ENST00000612742.4	chr2	171317404	171434802
ENST00000462821.1	chr2	171337471	171434802
ENST00000495925.5	chr2	171434656	171449925
ENST00000490217.5	chr2	171434701	171449958
ENST00000480855.1	chr2	171443136	171450075
ENST00000436317.1	chr2	171434663	171458069
ENST00000493106.1	chr2	171468976	171474384
ENST00000498486.1	chr2	171479655	171481132
ENST00000611110.4	chr2	171453121	171481167
ENST00000339506.7	chr2	171453123	171481167
ENST00000431110.1	chr2	171472869	171481279
ENST00000468592.5	chr2	171434216	171482158
ENST00000539783.5	chr2	171434250	171485048
ENST00000375255.7	chr2	171434250	171485052
ENST00000458547.1	chr2	171491421	171491931
ENST00000441891.1	chr2	171492904	171493095
ENST00000433675.1	chr2	171517269	171517716
ENST00000494587.1	chr2	171522510	171541128
ENST00000474182.1	chr2	171522509	171541772
ENST00000468308.1	chr2	171522347	171551140
ENST00000445146.1	chr2	171523078	171554607
ENST00000409484.5	chr2	171522246	171555607
ENST00000375252.3	chr2	171522476	171557646
ENST00000321348.8	chr2	171522347	171558133
ENST00000418090.2	chr2	171587092	171587259
ENST00000471482.5	chr2	171687471	171693084
ENST00000430778.5	chr2	171688309	171712779
ENST00000411953.5	chr2	171687754	171715350
ENST00000443458.5	chr2	171688005	171715351
ENST00000412370.5	chr2	171688010	171715368
ENST00000476551.1	chr2	171712401	171715376
ENST00000423910.5	chr2	171688302	171725650
ENST00000422646.1	chr2	171690144	171725677
ENST00000456808.5	chr2	171687704	171725693
ENST00000438879.5	chr2	171687471	171725713
ENST00000425485.5	chr2	171688302	171725946
ENST00000445378.5	chr2	171687791	171725955
ENST00000452242.5	chr2	171687408	171726081
ENST00000470286.1	chr2	171715389	171726852
ENST00000435234.5	chr2	171687880	171726913
ENST00000410079.7	chr2	171687470	171747989
ENST00000409317.5	chr2	171687707	171748011
ENST00000479806.1	chr2	171726557	171748407
ENST00000397119.7	chr2	171687469	171748409
ENST00000482454.5	chr2	171706889	171748409
ENST00000340296.8	chr2	171687408	171748411
ENST00000508530.5	chr2	171687500	171748411
ENST00000409197.5	chr2	171687671	171748411
ENST00000409773.5	chr2	171687743	171748416
ENST00000409453.5	chr2	171687775	171748420
